x,y,state
7.53,3.69,nonconfident_wrong
-2.54,17.25,nonconfident_wrong
14.09,5.96,nonconfident_wrong
38.85,-2.62,nonconfident_wrong
14.55,3.87,nonconfident_wrong
23.30,-2.19,nonconfident_wrong
12.79,-1.86,nonconfident_wrong
8.39,2.22,nonconfident_wrong
19.32,2.18,nonconfident_wrong
2.61,8.01,nonconfident_wrong
16.91,4.55,nonconfident_right
5.44,2.43,nonconfident_wrong
10.98,5.53,nonconfident_wrong
11.10,5.10,nonconfident_wrong
8.07,1.44,nonconfident_right
22.56,-1.47,nonconfident_wrong
-0.32,8.58,nonconfident_wrong
18.77,3.13,nonconfident_right
13.07,5.00,nonconfident_wrong
2.71,0.38,overconfident_wrong
29.73,1.90,overconfident_wrong
2.58,4.26,nonconfident_wrong
5.49,3.54,nonconfident_wrong
-1.56,9.95,nonconfident_wrong
13.75,6.07,nonconfident_wrong
8.39,6.31,nonconfident_wrong
3.92,11.20,nonconfident_wrong
44.57,-3.81,nonconfident_right
35.84,-5.99,nonconfident_wrong
17.47,-2.73,nonconfident_right
14.52,0.84,nonconfident_right
5.00,9.86,nonconfident_wrong
23.14,5.77,overconfident_wrong
17.95,-0.55,nonconfident_right
16.74,4.66,nonconfident_right
10.43,12.74,nonconfident_wrong
2.38,5.48,nonconfident_right
0.35,7.64,nonconfident_wrong
39.33,-0.98,nonconfident_wrong
15.54,5.97,nonconfident_wrong
-0.94,4.39,nonconfident_wrong
0.55,7.69,nonconfident_right
22.87,6.06,nonconfident_wrong
30.83,2.46,nonconfident_wrong
5.91,12.79,nonconfident_wrong
25.41,1.97,overconfident_wrong
11.53,3.43,nonconfident_right
-9.85,8.27,nonconfident_wrong
23.13,3.95,nonconfident_wrong
25.80,10.47,nonconfident_right
-8.61,12.02,nonconfident_wrong
12.78,7.60,nonconfident_wrong
-2.73,11.97,nonconfident_wrong
11.99,6.75,nonconfident_wrong
8.58,3.69,nonconfident_wrong
29.06,4.08,nonconfident_right
6.99,10.58,nonconfident_wrong
21.04,-7.95,nonconfident_wrong
15.46,6.80,nonconfident_wrong
5.45,3.65,nonconfident_right
18.84,1.43,nonconfident_wrong
24.07,0.40,nonconfident_wrong
17.61,4.69,nonconfident_wrong
20.76,5.84,nonconfident_wrong
34.43,-12.20,nonconfident_wrong
15.99,6.83,nonconfident_right
10.02,12.65,nonconfident_wrong
10.32,4.45,nonconfident_right
-5.53,8.28,nonconfident_right
26.42,-4.19,overconfident_wrong
12.17,2.03,nonconfident_wrong
2.12,3.83,nonconfident_wrong
13.68,3.90,nonconfident_wrong
20.92,-5.81,nonconfident_wrong
14.91,-0.66,nonconfident_wrong
23.42,2.43,nonconfident_wrong
6.88,4.72,nonconfident_wrong
18.06,0.60,nonconfident_wrong
2.79,8.47,overconfident_wrong
2.41,13.86,nonconfident_wrong
20.64,1.48,nonconfident_right
5.65,0.41,nonconfident_wrong
44.97,-7.06,nonconfident_right
8.03,9.01,nonconfident_wrong
11.23,2.89,nonconfident_wrong
27.22,4.15,overconfident_wrong
