x,y,state
10.04,-5.80,nonconfident_right
9.53,-3.57,nonconfident_wrong
9.60,-5.13,nonconfident_right
7.21,-3.05,nonconfident_right
-3.87,3.60,nonconfident_wrong
5.13,1.04,nonconfident_wrong
-0.55,1.91,nonconfident_wrong
1.12,-1.44,nonconfident_right
3.74,-5.91,nonconfident_wrong
2.62,0.10,nonconfident_right
-3.34,1.20,nonconfident_wrong
-3.30,6.30,nonconfident_wrong
14.16,-11.06,nonconfident_wrong
3.10,-4.60,nonconfident_wrong
-3.89,3.35,nonconfident_right
5.26,-2.32,nonconfident_wrong
2.18,-1.43,nonconfident_right
1.28,-0.03,nonconfident_wrong
-0.22,1.18,overconfident_wrong
8.80,-7.10,nonconfident_right
11.56,-10.94,nonconfident_wrong
-3.05,4.29,nonconfident_right
-5.67,4.28,nonconfident_right
7.30,-4.22,nonconfident_right
-5.34,7.71,nonconfident_right
6.43,-6.16,nonconfident_wrong
0.04,-2.57,nonconfident_wrong
-4.56,10.88,nonconfident_wrong
-0.69,3.16,nonconfident_wrong
6.98,-4.32,nonconfident_right
9.69,0.40,overconfident_wrong
4.35,-0.01,nonconfident_right
5.03,-5.10,nonconfident_wrong
4.88,1.82,nonconfident_wrong
-2.57,-0.45,nonconfident_right
2.73,-0.12,nonconfident_right
16.67,-6.87,nonconfident_right
5.32,-0.27,nonconfident_wrong
-0.43,4.55,overconfident_wrong
0.54,-2.76,nonconfident_right
8.24,-5.60,nonconfident_right
1.19,-2.26,nonconfident_wrong
13.13,-15.04,nonconfident_wrong
-0.13,-2.53,nonconfident_right
1.27,4.62,nonconfident_wrong
6.84,-9.98,nonconfident_right
-2.84,3.33,nonconfident_right
-1.80,0.76,confident_right
3.81,-5.15,nonconfident_wrong
8.06,-10.39,nonconfident_wrong
-0.53,-0.05,nonconfident_wrong
6.64,1.45,confident_right
4.46,-2.92,nonconfident_right
2.06,-1.59,confident_right
7.23,3.14,nonconfident_wrong
5.55,-0.15,nonconfident_right
0.59,5.94,nonconfident_right
10.00,-9.62,nonconfident_wrong
14.22,-10.52,nonconfident_wrong
1.16,2.83,nonconfident_right
-1.90,1.38,confident_right
-0.61,3.08,confident_right
4.04,-0.43,nonconfident_right
6.85,-5.08,nonconfident_right
2.60,-0.36,nonconfident_right
3.03,1.85,nonconfident_wrong
12.22,-14.08,nonconfident_right
6.91,2.88,confident_right
0.38,3.67,nonconfident_wrong
6.85,-3.16,nonconfident_wrong
5.23,-2.68,nonconfident_right
5.43,-1.29,nonconfident_wrong
13.40,-8.53,nonconfident_right
2.24,-4.86,nonconfident_right
6.92,-7.28,nonconfident_right
-4.12,-0.36,nonconfident_right
2.89,-8.49,nonconfident_right
-3.98,13.16,nonconfident_right
3.23,2.06,nonconfident_right
4.34,7.83,nonconfident_wrong
-3.56,4.07,nonconfident_right
-0.09,-0.21,nonconfident_wrong
0.90,2.99,nonconfident_wrong
3.10,-1.38,nonconfident_right
10.39,-7.73,nonconfident_right
9.79,-4.19,nonconfident_right
4.15,-4.36,nonconfident_right
7.55,-2.48,nonconfident_right
5.94,0.01,nonconfident_wrong
-0.08,2.13,nonconfident_right
-1.20,3.51,nonconfident_right
-3.05,-0.80,nonconfident_wrong
8.11,-2.43,nonconfident_wrong
2.77,-3.83,nonconfident_right
-1.29,8.30,nonconfident_right
2.71,-2.55,nonconfident_wrong
5.68,5.85,nonconfident_wrong
8.50,-5.33,nonconfident_right
10.46,-11.17,nonconfident_right
2.87,0.85,nonconfident_right
0.48,2.03,nonconfident_right
-1.70,5.93,nonconfident_wrong
-0.12,1.16,nonconfident_wrong
9.86,-11.60,nonconfident_wrong
3.14,-4.40,confident_right
8.27,-5.34,nonconfident_right
3.66,-1.81,nonconfident_right
-0.79,-3.58,nonconfident_wrong
4.62,-7.65,nonconfident_right
0.04,2.41,nonconfident_right
-6.14,6.19,nonconfident_right
-2.18,1.28,nonconfident_right
0.32,-1.84,nonconfident_right
9.81,-10.93,nonconfident_right
3.75,1.93,nonconfident_wrong
0.18,1.48,nonconfident_wrong
12.74,-8.43,nonconfident_wrong
4.00,-2.93,nonconfident_right
14.23,-6.90,nonconfident_right
8.82,-9.35,nonconfident_right
2.86,-3.83,nonconfident_wrong
5.80,-5.40,nonconfident_right
7.63,-4.30,nonconfident_right
12.78,-10.09,nonconfident_wrong
0.08,0.02,confident_right
11.08,-8.86,nonconfident_wrong
-0.05,1.10,nonconfident_right
0.88,7.57,nonconfident_wrong
1.75,-0.95,nonconfident_wrong
3.06,4.75,nonconfident_wrong
-4.69,2.77,nonconfident_wrong
3.45,-3.28,nonconfident_wrong
1.62,-4.86,nonconfident_right
8.52,-4.62,nonconfident_right
-0.60,2.50,nonconfident_right
1.56,-1.10,nonconfident_right
2.74,-6.20,nonconfident_right
2.66,0.20,nonconfident_wrong
-5.95,2.44,nonconfident_wrong
2.38,-2.59,nonconfident_right
1.48,-5.96,nonconfident_right
0.80,0.37,nonconfident_wrong
9.65,-4.48,nonconfident_right
7.29,-3.12,nonconfident_wrong
4.24,-2.92,nonconfident_right
2.81,-2.75,confident_right
10.42,2.94,nonconfident_right
5.99,-6.51,nonconfident_right
8.41,-4.08,nonconfident_wrong
7.43,-0.03,nonconfident_right
6.20,-3.60,nonconfident_wrong
-3.09,4.05,nonconfident_wrong
3.09,-0.94,nonconfident_right
7.06,-6.06,nonconfident_wrong
4.84,-3.44,nonconfident_wrong
5.49,1.67,nonconfident_wrong
1.11,9.86,nonconfident_wrong
10.39,-9.02,nonconfident_right
4.95,-2.89,nonconfident_wrong
9.11,-6.31,nonconfident_right
8.00,-8.08,nonconfident_wrong
6.11,1.74,nonconfident_wrong
10.98,-10.27,nonconfident_right
3.64,-3.33,nonconfident_right
4.15,-1.34,nonconfident_wrong
3.30,-6.24,nonconfident_wrong
8.03,-0.99,nonconfident_right
0.79,2.90,nonconfident_right
6.70,-4.09,nonconfident_wrong
-0.24,-0.50,nonconfident_right
1.86,1.26,nonconfident_right
8.22,-6.20,nonconfident_wrong
-5.08,5.97,nonconfident_wrong
4.97,-3.00,nonconfident_right
-1.63,2.26,nonconfident_wrong
2.99,0.59,nonconfident_wrong
3.65,3.17,nonconfident_wrong
1.65,-5.29,nonconfident_right
0.80,2.88,nonconfident_right
2.10,2.35,overconfident_wrong
7.56,-3.19,nonconfident_right
6.42,-0.17,nonconfident_right
-3.36,8.70,nonconfident_wrong
8.43,-10.76,nonconfident_right
2.49,5.65,nonconfident_right
-5.21,7.00,nonconfident_wrong
10.75,-9.75,nonconfident_right
4.85,-1.63,nonconfident_right
11.44,-8.49,nonconfident_right
1.72,5.84,nonconfident_wrong
12.19,-5.21,nonconfident_right
1.62,0.47,nonconfident_right
8.33,-6.31,nonconfident_right
0.45,4.01,nonconfident_wrong
8.53,-0.56,nonconfident_wrong
-1.29,1.56,nonconfident_wrong
6.24,-9.27,nonconfident_right
8.51,-4.50,nonconfident_wrong
7.11,-6.49,nonconfident_right
0.27,3.43,nonconfident_right
-2.11,11.84,nonconfident_wrong
3.70,4.41,nonconfident_right
2.07,-2.43,nonconfident_wrong
2.54,1.53,nonconfident_wrong
3.18,-6.94,nonconfident_right
4.99,-0.54,nonconfident_wrong
4.10,-2.06,nonconfident_wrong
4.33,-3.65,nonconfident_wrong
-3.61,2.95,nonconfident_wrong
4.18,-6.04,nonconfident_wrong
9.73,-7.63,nonconfident_right
4.39,-3.42,nonconfident_right
1.31,-3.45,nonconfident_wrong
4.66,-2.93,nonconfident_right
-1.62,3.83,nonconfident_wrong
3.30,-4.75,nonconfident_right
1.97,0.77,nonconfident_right
12.44,-6.48,nonconfident_wrong
14.41,-7.05,nonconfident_wrong
-1.50,11.20,nonconfident_wrong
5.50,-5.63,nonconfident_right
12.41,-12.57,nonconfident_right
5.73,-2.34,nonconfident_wrong
6.19,1.83,nonconfident_right
-0.69,-1.32,nonconfident_right
8.26,-3.80,nonconfident_right
6.87,-7.21,confident_right
12.26,-5.20,nonconfident_wrong
11.91,-7.08,nonconfident_right
3.94,-0.59,nonconfident_right
-0.85,1.88,nonconfident_wrong
