x,y,state
33.59,-11.31,nonconfident_right
26.10,-3.12,confident_right
42.39,-12.41,confident_right
19.75,5.29,nonconfident_wrong
42.35,-3.26,confident_right
36.14,-7.69,overconfident_wrong
10.40,-1.49,nonconfident_wrong
21.93,3.43,nonconfident_wrong
45.60,-20.82,confident_right
29.58,0.27,overconfident_wrong
14.92,-13.21,overconfident_wrong
38.60,-7.03,confident_right
35.71,-5.12,nonconfident_right
53.99,-30.82,confident_right
6.41,6.34,nonconfident_wrong
-2.52,2.12,nonconfident_wrong
57.31,-24.42,confident_right
28.25,-12.86,nonconfident_right
32.54,-1.22,overconfident_wrong
23.43,1.07,nonconfident_right
49.58,-12.81,nonconfident_right
29.58,-5.87,nonconfident_right
42.57,-10.46,nonconfident_right
12.86,11.42,nonconfident_wrong
33.49,-3.90,nonconfident_wrong
2.74,4.91,nonconfident_right
36.14,-6.72,nonconfident_right
35.61,-14.94,nonconfident_right
47.64,-18.50,confident_right
31.97,6.50,overconfident_wrong
36.47,-8.71,nonconfident_wrong
35.89,-6.21,overconfident_wrong
37.80,5.08,overconfident_wrong
-4.31,16.02,nonconfident_wrong
31.25,-4.23,nonconfident_wrong
40.44,11.42,confident_right
29.00,9.02,overconfident_wrong
23.72,0.04,nonconfident_wrong
33.50,0.48,overconfident_wrong
45.16,-2.59,nonconfident_right
27.71,-0.29,confident_right
38.55,-9.08,nonconfident_wrong
34.25,-3.81,nonconfident_wrong
43.12,-22.52,nonconfident_right
21.34,1.70,nonconfident_right
45.29,-17.46,nonconfident_right
29.16,-2.05,nonconfident_right
46.13,2.91,overconfident_wrong
21.46,-17.46,nonconfident_wrong
39.12,-13.44,confident_right
37.49,-18.36,nonconfident_wrong
21.77,3.15,nonconfident_wrong
39.86,-10.11,nonconfident_wrong
11.91,3.28,nonconfident_wrong
35.27,-1.49,overconfident_wrong
45.32,-10.32,confident_right
23.27,-7.68,nonconfident_wrong
14.15,-4.19,nonconfident_right
23.30,-4.56,confident_right
27.58,2.39,nonconfident_right
39.28,-13.11,confident_right
10.58,-12.49,nonconfident_wrong
38.18,8.28,nonconfident_right
7.65,-9.24,nonconfident_right
29.99,8.45,overconfident_wrong
33.33,-9.20,nonconfident_wrong
1.45,7.90,nonconfident_right
42.20,-23.30,confident_right
31.23,7.98,nonconfident_right
40.87,3.21,nonconfident_wrong
26.24,-2.16,nonconfident_wrong
-2.19,11.60,nonconfident_wrong
14.12,-4.82,nonconfident_wrong
25.05,10.74,nonconfident_right
45.68,-4.74,nonconfident_right
48.00,-6.02,nonconfident_wrong
31.49,2.56,nonconfident_wrong
49.55,-19.72,nonconfident_right
38.10,-13.47,nonconfident_wrong
24.80,-7.43,nonconfident_right
20.97,8.55,nonconfident_right
42.66,-2.26,nonconfident_wrong
22.75,-4.65,nonconfident_right
48.89,-27.46,confident_right
34.87,-16.65,confident_right
41.17,-10.89,nonconfident_wrong
24.84,-6.95,nonconfident_wrong
47.89,-14.44,confident_right
38.13,-2.17,confident_right
34.26,4.05,nonconfident_wrong
42.47,5.68,nonconfident_wrong
36.16,1.74,nonconfident_wrong
36.16,-11.43,nonconfident_wrong
40.23,-6.88,overconfident_wrong
45.05,-17.12,confident_right
15.01,8.13,nonconfident_right
12.84,2.50,nonconfident_wrong
45.73,-21.53,nonconfident_wrong
45.50,-8.73,nonconfident_right
20.37,7.75,confident_right
48.61,-11.27,confident_right
46.22,-5.95,confident_right
40.57,-9.15,nonconfident_wrong
35.83,-9.37,nonconfident_wrong
40.25,-18.67,nonconfident_wrong
47.95,-25.33,confident_right
51.82,-22.94,nonconfident_wrong
40.34,-8.97,nonconfident_wrong
-0.40,12.70,nonconfident_wrong
46.31,-5.25,confident_right
28.77,7.62,nonconfident_wrong
14.94,-18.10,nonconfident_right
41.76,2.03,confident_right
33.16,0.74,confident_right
33.76,1.24,confident_right
21.96,2.13,nonconfident_wrong
25.09,-5.84,nonconfident_wrong
37.74,-4.00,nonconfident_wrong
18.00,-0.62,confident_right
34.07,5.88,nonconfident_wrong
31.12,-3.34,confident_right
29.76,-1.00,nonconfident_wrong
26.41,-1.70,overconfident_wrong
39.57,-2.01,confident_right
27.80,-0.93,confident_right
36.11,-2.16,nonconfident_right
48.68,-6.03,confident_right
31.53,-8.10,nonconfident_right
20.45,1.58,confident_right
29.75,0.26,confident_right
24.87,2.02,nonconfident_right
40.94,1.12,confident_right
33.02,-5.48,confident_right
39.37,-1.96,overconfident_wrong
22.69,9.87,nonconfident_wrong
40.90,-4.41,confident_right
49.88,-17.75,nonconfident_wrong
31.65,-0.82,overconfident_wrong
10.35,-5.31,nonconfident_wrong
6.89,-10.46,nonconfident_wrong
15.77,2.38,nonconfident_right
50.25,-25.64,confident_right
